,url,price,locali,superficie,bagni,piano
635,https://www.immobiliare.it/66485063-Vendita-Quadrilocale-via-Joyce-48-Roma.html,279000,4,104.0,2.0,1.0
636,https://www.immobiliare.it/65944245-Vendita-Attico-Mansarda-via-Quadroni-15-Roma.html,435000,4,153.0,2.0,1.0
637,https://www.immobiliare.it/67833039-Vendita-Bilocale-via-Casilina-387-Roma.html,140000,2,66.0,1.0,4.0
638,https://www.immobiliare.it/68187985-Vendita-Trilocale-via-delle-Benedettine-40-Roma.html,229000,3,54.0,1.0,1.0
639,https://www.immobiliare.it/66462917-Vendita-Trilocale-via-Luigi-Amedeo-Melegari-16-Roma.html,210000,3,79.0,1.0,-1.0
640,https://www.immobiliare.it/69407718-Vendita-Bilocale-Borgo-Pio-Roma.html,429000,2,64.0,1.0,2.0
641,https://www.immobiliare.it/70129056-Vendita-Bilocale-via-Gerolamo-Cardano-Roma.html,219000,2,60.0,1.0,2.0
642,https://www.immobiliare.it/69621554-Vendita-Appartamento-via-Gallia-Roma.html,695000,5,182.0,2.0,2.0
643,https://www.immobiliare.it/69079126-Vendita-Quadrilocale-via-Etruria-Roma.html,420000,4,115.0,1.0,1.0
644,https://www.immobiliare.it/70064826-Vendita-Trilocale-via-Antonino-Pio-Roma.html,340000,3,95.0,2.0,0.0
645,https://www.immobiliare.it/70019426-Vendita-Appartamento-via-Nicola-Zabaglia-Roma.html,880000,5,250.0,2.0,0.0
646,https://www.immobiliare.it/69943976-Vendita-Bilocale-via-del-Casale-di-San-Pio-V-Roma.html,229000,2,52.0,1.0,0.0
647,https://www.immobiliare.it/70019836-Vendita-Quadrilocale-via-Francesco-Massi-Roma.html,485000,4,118.0,2.0,2.0
648,https://www.immobiliare.it/70389368-Vendita-Quadrilocale-via-SIRTE-76-Roma.html,455000,4,124.0,2.0,1.0
649,https://www.immobiliare.it/70019636-Vendita-Attico-Mansarda-via-dei-Guastatori-Roma.html,690000,5,184.0,3.0,12.0
650,https://www.immobiliare.it/70144628-Vendita-Appartamento-via-Fosdinovo-Roma.html,575000,6,160.0,3.5,3.0
651,https://www.immobiliare.it/66180285-Vendita-Quadrilocale-via-della-Divisione-Torino-107-Roma.html,430000,4,142.0,2.0,0.0
652,https://www.immobiliare.it/70118068-Vendita-Quadrilocale-via-Amiterno-Roma.html,545000,4,127.0,2.0,5.0
653,https://www.immobiliare.it/67460523-Vendita-Trilocale-via-Emilio-Praga-23-Roma.html,262000,3,85.0,2.0,-1.0
654,https://www.immobiliare.it/70316756-Vendita-Quadrilocale-via-Filippo-Barigioni-Roma.html,460000,4,148.0,2.0,0.0
655,https://www.immobiliare.it/66461553-Vendita-Trilocale-via-Rio-nell-Elba-134-Roma.html,208000,3,98.0,2.0,4.0
656,https://www.immobiliare.it/69984048-Vendita-Quadrilocale-Lungotevere-Flaminio-50-Roma.html,595000,4,110.0,2.0,2.0
657,https://www.immobiliare.it/68586251-Vendita-Trilocale-via-Mainardo-Roma.html,179000,3,75.0,1.0,1.0
658,https://www.immobiliare.it/62799202-Vendita-Bilocale-via-Giorgio-Iannicelli-Roma.html,210000,2,66.0,1.0,1.0
659,https://www.immobiliare.it/69531104-Vendita-Quadrilocale-largo-Strindberg-3-Roma.html,295000,4,145.0,2.0,7.0
660,https://www.immobiliare.it/51454115-Vendita-Quadrilocale-via-dell-Inviolatella-Salaria-Roma.html,318000,4,102.0,2.0,1.0
661,https://www.immobiliare.it/67419129-Vendita-Trilocale-via-Trisobbio-Roma.html,148000,3,90.0,1.0,1.0
662,https://www.immobiliare.it/69172168-Vendita-Trilocale-via-Mirandola-Roma.html,260000,3,107.0,1.0,0.0
663,https://www.immobiliare.it/70346524-Vendita-Trilocale-via-Marino-Ghetaldi-40-Roma.html,542000,3,88.0,2.0,8.0
664,https://www.immobiliare.it/70192886-Vendita-Quadrilocale-via-Gussola-20-Roma.html,225000,4,120.0,2.0,1.0
665,https://www.immobiliare.it/69130208-Vendita-Trilocale-viale-Cortina-d-Ampezzo-Roma.html,495000,3,92.0,2.0,0.0
666,https://www.immobiliare.it/58992590-Vendita-Trilocale-viale-Palmiro-Togliatti-626-Roma.html,269000,3,104.0,2.0,3.0
667,https://www.immobiliare.it/70048436-Vendita-Trilocale-via-salasco-Roma.html,129000,3,79.0,2.0,12.0
668,https://www.immobiliare.it/70133104-Vendita-Appartamento-via-Andrea-del-Castagno-Roma.html,645000,5,173.0,3.0,1.0
670,https://www.immobiliare.it/66374315-Vendita-Appartamento-via-Tembien-Roma.html,440000,5,140.0,2.0,2.0
671,https://www.immobiliare.it/69155190-Vendita-Appartamento-viale-Ventuno-Aprile-Roma.html,725000,6,180.0,3.0,2.0
672,https://www.immobiliare.it/70412616-Vendita-Trilocale-via-Baldo-degli-Ubaldi-Roma.html,325000,3,85.0,1.0,0.0
673,https://www.immobiliare.it/66365269-Vendita-Appartamento-via-Flaminia-793-Roma.html,490000,5,145.0,2.0,2.0
674,https://www.immobiliare.it/63910722-Vendita-Bilocale-via-fiume-bianco-Roma.html,234000,2,70.0,1.0,12.0
675,https://www.immobiliare.it/70151610-Vendita-Trilocale-via-dei-Due-Ponti-Roma.html,230000,3,85.0,1.0,1.0
676,https://www.immobiliare.it/68865045-Vendita-Appartamento-via-Giovanni-Paisiello-49-Roma.html,1150000,5,215.0,3.0,2.0
677,https://www.immobiliare.it/69204176-Vendita-Appartamento-via-della-Mendola-Roma.html,475000,5,120.0,2.0,3.0
678,https://www.immobiliare.it/69480484-Vendita-Appartamento-via-Sant-Agatone-Papa-Roma.html,650000,6,190.0,2.0,5.0
679,https://www.immobiliare.it/69477618-Vendita-Trilocale-via-di-Val-Tellina-Roma.html,285000,3,90.0,1.0,3.0
680,https://www.immobiliare.it/68364085-Vendita-Trilocale-via-Gregorio-VII-Roma.html,430000,3,96.0,1.0,2.0
681,https://www.immobiliare.it/69532610-Vendita-Bilocale-viale-Cortina-d-Ampezzo-Roma.html,170000,2,55.0,1.0,0.0
682,https://www.immobiliare.it/68283227-Vendita-Bilocale-via-Cogoleto-Roma.html,190000,2,50.0,1.0,0.0
683,https://www.immobiliare.it/69869312-Vendita-Bilocale-via-Roberto-Ago-Roma.html,240000,2,56.0,1.0,7.0
684,https://www.immobiliare.it/68278455-Vendita-Bilocale-via-Acquapendente-18-Roma.html,139000,2,63.0,1.0,0.0
685,https://www.immobiliare.it/70222510-Vendita-Bilocale-viale-Giulio-Cesare-7-Roma.html,400000,2,53.0,1.0,3.0
686,https://www.immobiliare.it/62448556-Vendita-Trilocale-via-di-Portonaccio-180-Roma.html,225000,3,73.0,1.0,5.0
687,https://www.immobiliare.it/68862231-Vendita-Bilocale-via-Agostino-Scaparro-Roma.html,179000,2,65.0,1.0,1.0
688,https://www.immobiliare.it/55149054-Vendita-Bilocale-via-di-Macchia-Saponara-58-Roma.html,164000,2,60.0,1.0,2.0
689,https://www.immobiliare.it/64820574-Vendita-Bilocale-via-di-Pietralata-191-Roma.html,212000,2,60.0,1.0,1.0
690,https://www.immobiliare.it/68303571-Vendita-Trilocale-via-Attilio-Lapadula-Roma.html,295000,3,167.0,2.0,0.0
691,https://www.immobiliare.it/69060468-Vendita-Bilocale-via-Ferdinando-Acton-62-Roma.html,145000,2,68.0,1.0,0.5
692,https://www.immobiliare.it/67756015-Vendita-Trilocale-via-Giuseppe-Dalla-Vedova-15-Roma.html,115000,3,45.0,1.0,3.0
693,https://www.immobiliare.it/66435871-Vendita-Quadrilocale-via-Eustachio-Manfredi-Roma.html,890000,4,155.0,2.0,1.0
694,https://www.immobiliare.it/67856225-Vendita-Trilocale-via-Vincenzo-Tiberio-Roma.html,495000,3,80.0,2.0,4.0
695,https://www.immobiliare.it/69137312-Vendita-Quadrilocale-via-cesare-pavese-Roma.html,389000,4,115.0,2.0,2.0
696,https://www.immobiliare.it/70369198-Vendita-Appartamento-viale-Carso-Roma.html,1070000,6,200.0,2.0,2.0
697,https://www.immobiliare.it/70212000-Vendita-Appartamento-viale-della-Vittoria-ostia-Roma.html,840000,6,250.0,3.5,0.0
698,https://www.immobiliare.it/70193008-Vendita-Quadrilocale-piazza-di-Monte-Citorio-Roma.html,1250000,4,125.0,2.0,3.0
699,https://www.immobiliare.it/69136450-Vendita-Quadrilocale-via-Magliano-Sabina-Roma.html,590000,4,140.0,2.0,1.0
700,https://www.immobiliare.it/69484760-Vendita-Trilocale-via-casal-del-marmo-300-Roma.html,200000,3,110.0,2.0,3.0
701,https://www.immobiliare.it/68080749-Vendita-Quadrilocale-via-delle-benedettine-1-Roma.html,249000,4,120.0,1.0,0.0
702,https://www.immobiliare.it/70042446-Vendita-Quadrilocale-via-di-Torre-Morena-Roma.html,290000,4,144.0,1.0,0.0
703,https://www.immobiliare.it/70427962-Vendita-Bilocale-via-Nicola-Garrone-Roma.html,120000,2,60.0,1.0,0.0
704,https://www.immobiliare.it/69997062-Vendita-Trilocale-viale-del-Lido-Roma.html,289000,3,102.0,2.0,2.0
705,https://www.immobiliare.it/65021098-Vendita-Appartamento-via-della-Balduina-59-Roma.html,650000,5,206.0,3.0,4.0
706,https://www.immobiliare.it/68947639-Vendita-Appartamento-via-Salaria-Roma.html,1090000,6,254.0,3.0,6.0
707,https://www.immobiliare.it/67116779-Vendita-Appartamento-via-della-Mendola-Roma.html,590000,6,137.0,3.0,1.0
708,https://www.immobiliare.it/70079962-Vendita-Monolocale-via-Prenestina-222-Roma.html,169000,1,55.0,1.0,4.0
709,https://www.immobiliare.it/70323704-Vendita-Attico-Mansarda-piazza-in-Piscinula-Roma.html,2900000,6,340.0,3.5,12.0
710,https://www.immobiliare.it/68340811-Vendita-Bilocale-via-Ermanno-Wolf-Ferrari-Roma.html,160000,2,58.0,1.0,1.0
711,https://www.immobiliare.it/68584369-Vendita-Bilocale-via-Galla-Placidia-93A-Roma.html,219000,2,60.0,1.0,1.0
712,https://www.immobiliare.it/69034701-Vendita-Quadrilocale-via-Vicolungo-Roma.html,290000,4,99.0,1.0,1.0
713,https://www.immobiliare.it/63811452-Vendita-Trilocale-via-Sant-Elena-Sannita-Roma.html,155000,3,75.0,1.0,1.0
714,https://www.immobiliare.it/63463662-Vendita-Monolocale-via-Dei-Colli-Della-Farnesina-Roma.html,155000,1,25.0,1.0,0.5
715,https://www.immobiliare.it/68809295-Vendita-Quadrilocale-via-della-Palmarola-Nuova-71-Roma.html,218000,4,102.0,2.0,3.0
716,https://www.immobiliare.it/70015592-Vendita-Trilocale-via-via-VALADIER-Roma.html,498000,3,85.0,1.0,2.0
717,https://www.immobiliare.it/69536384-Vendita-Quadrilocale-via-franco-sacchetti-110-Roma.html,379000,4,110.0,1.0,4.0
718,https://www.immobiliare.it/64465454-Vendita-Attico-Mansarda-via-Carlo-Pisacane-53-Roma.html,415000,3,70.0,1.0,4.0
719,https://www.immobiliare.it/69921560-Vendita-Quadrilocale-via-Casal-Lumbroso-Massimina-Roma.html,249000,4,115.0,2.0,2.0
720,https://www.immobiliare.it/67336189-Vendita-Appartamento-via-vitellia-Roma.html,780000,5,155.0,3.0,1.0
721,https://www.immobiliare.it/70468122-Vendita-Attico-Mansarda-viale-carlo-felice-Roma.html,1350000,6,229.0,3.0,12.0
722,https://www.immobiliare.it/70300380-Vendita-Attico-Mansarda-via-Chianciano-Roma.html,750000,6,199.0,2.0,4.0
723,https://www.immobiliare.it/70337466-Vendita-Appartamento-via-Fregene-Roma.html,1295000,6,288.0,3.5,2.0
724,https://www.immobiliare.it/70038990-Vendita-Quadrilocale-via-Giulia-Roma.html,1280000,4,120.0,2.0,3.0
725,https://www.immobiliare.it/70279540-Vendita-Bilocale-piazza-Margana-Roma.html,690000,2,70.0,1.0,1.0
726,https://www.immobiliare.it/65245622-Vendita-Bilocale-via-Prospero-Alpino-20-Roma.html,335000,2,70.0,1.0,2.0
727,https://www.immobiliare.it/65204232-Vendita-Appartamento-via-Prospero-Alpino-20-Roma.html,440000,5,120.0,2.0,2.0
728,https://www.immobiliare.it/65248040-Vendita-Trilocale-via-Prospero-Alpino-20-Roma.html,395000,3,95.0,1.0,2.0
729,https://www.immobiliare.it/68038881-Vendita-Monolocale-via-di-Vigna-Consorti-Roma.html,99500,1,45.0,1.0,0.0
731,https://www.immobiliare.it/69944002-Vendita-Quadrilocale-via-del-Porto-Fluviale-Roma.html,880000,4,145.0,2.0,1.0
732,https://www.immobiliare.it/66586351-Vendita-Attico-Mansarda-via-della-Madonna-del-Riposo-Roma.html,550000,4,100.0,1.0,12.0
733,https://www.immobiliare.it/70204834-Vendita-Monolocale-via-Anagni-Roma.html,149000,1,49.0,1.0,2.0
734,https://www.immobiliare.it/70370090-Vendita-Appartamento-via-Abetone-12-Roma.html,590000,5,164.0,2.0,2.0
735,https://www.immobiliare.it/70257564-Vendita-Attico-Mansarda-Campo-De-Fiori-Roma.html,1680000,6,249.0,3.0,12.0
736,https://www.immobiliare.it/67601309-Vendita-Bilocale-via-della-Croce-Roma.html,740000,2,90.0,1.0,2.0
737,https://www.immobiliare.it/69117484-Vendita-Bilocale-via-Nuova-delle-Fornaci-20-Roma.html,390000,2,40.0,1.0,1.0
738,https://www.immobiliare.it/68884277-Vendita-Attico-Mansarda-via-della-Balduina-297-Roma.html,730000,6,180.0,2.0,12.0
739,https://www.immobiliare.it/66557629-Vendita-Trilocale-via-Tersilia-La-Divina-5-Roma.html,239000,3,75.0,1.0,0.0
740,https://www.immobiliare.it/69085764-Vendita-Appartamento-viale-di-Porta-Ardeatina-Roma.html,785000,5,100.0,2.0,0.0
741,https://www.immobiliare.it/56045700-Vendita-Trilocale-via-Rosellina-Balbi-Roma.html,235900,3,81.0,1.0,1.0
742,https://www.immobiliare.it/67696431-Vendita-Attico-Mansarda-via-ERCOLE-BOMBELLI-Roma.html,259000,2,65.0,1.0,12.0
743,https://www.immobiliare.it/67811917-Vendita-Attico-Mansarda-via-Trionfale-8891-Roma.html,275000,4,99.0,2.0,5.0
744,https://www.immobiliare.it/70026318-Vendita-Trilocale-viale-Parioli-Roma.html,600000,3,77.0,2.0,2.0
745,https://www.immobiliare.it/66779101-Vendita-Bilocale-via-Novara-Roma.html,330000,2,50.0,1.0,0.0
746,https://www.immobiliare.it/70305546-Vendita-Quadrilocale-via-Rosa-Raimondi-Garibaldi-Roma.html,350000,4,95.0,1.0,0.5
747,https://www.immobiliare.it/61518720-Vendita-Attico-Mansarda-via-Beverino-9-Roma.html,525000,6,170.0,2.0,5.0
748,https://www.immobiliare.it/69134264-Vendita-Bilocale-via-Giuseppe-Bellucci-Roma.html,219000,2,61.0,1.0,3.0
749,https://www.immobiliare.it/63844264-Vendita-Attico-Mansarda-via-Pietro-De-Francisci-Roma.html,420000,3,90.0,2.0,5.0
750,https://www.immobiliare.it/68018323-Vendita-Appartamento-via-Mario-Fani-Roma.html,480000,5,135.0,2.0,3.0
751,https://www.immobiliare.it/68925671-Vendita-Quadrilocale-via-dei-Baullari-129-Roma.html,1150000,4,115.0,2.0,2.0
752,https://www.immobiliare.it/61783162-Vendita-Monolocale-viale-Giorgio-Ribotta-21-Roma.html,317000,1,60.0,1.0,11.0
753,https://www.immobiliare.it/61782620-Vendita-Bilocale-viale-Giorgio-Ribotta-21-Roma.html,395000,2,88.0,1.0,11.0
754,https://www.immobiliare.it/61834262-Vendita-Trilocale-viale-Giorgio-Ribotta-21-Roma.html,966000,3,191.0,2.0,11.0
755,https://www.immobiliare.it/61782850-Vendita-Trilocale-viale-Giorgio-Ribotta-21-Roma.html,488000,3,130.0,2.0,6.0
756,https://www.immobiliare.it/69663366-Vendita-Trilocale-viale-Manzoni-Roma.html,420000,3,90.0,2.0,2.0
757,https://www.immobiliare.it/69782970-Vendita-Trilocale-via-Giovanni-Aldini-Roma.html,275000,3,82.0,1.0,5.0
758,https://www.immobiliare.it/69733324-Vendita-Appartamento-via-SAN-CALEPODIO-Roma.html,759000,6,160.0,3.0,5.0
759,https://www.immobiliare.it/69784690-Vendita-Quadrilocale-via-GIOVAN-BATTISTA-FALDA-Roma.html,429000,4,110.0,2.0,4.0
760,https://www.immobiliare.it/67406361-Vendita-Bilocale-via-Sarnano-Roma.html,219000,2,70.0,1.0,1.0
761,https://www.immobiliare.it/67882375-Vendita-Bilocale-via-degli-Aceri-81-Roma.html,262500,2,73.0,1.0,12.0
762,https://www.immobiliare.it/69871342-Vendita-Appartamento-via-della-Camilluccia-Roma.html,750000,6,154.0,3.0,2.0
763,https://www.immobiliare.it/70058722-Vendita-Bilocale-via-Lago-di-Lesina-Roma.html,260000,2,50.0,1.0,0.0
764,https://www.immobiliare.it/70083814-Vendita-Appartamento-via-felice-grossi-gondi-Roma.html,670000,5,180.0,2.0,4.0
765,https://www.immobiliare.it/70215154-Vendita-Trilocale-via-BOLZANO-0-Roma.html,480000,3,90.0,2.0,0.0
766,https://www.immobiliare.it/65993953-Vendita-Appartamento-piazza-Sallustio-3-Roma.html,740000,6,130.0,1.0,1.0
767,https://www.immobiliare.it/67464139-Vendita-Attico-Mansarda-via-Gian-Giacomo-Porro-Roma.html,2280000,6,290.0,3.0,12.0
768,https://www.immobiliare.it/67652479-Vendita-Quadrilocale-via-Po-Roma.html,630000,4,151.0,1.0,5.0
769,https://www.immobiliare.it/70467790-Vendita-Appartamento-via-DANDOLO-Roma.html,629000,5,120.0,1.0,12.0
770,https://www.immobiliare.it/70064026-Vendita-Quadrilocale-via-di-MONTE-VERDE-Roma.html,519000,4,140.0,3.0,2.0
771,https://www.immobiliare.it/53757528-Vendita-Bilocale-via-Rosellina-Balbi-Roma.html,164000,2,60.0,1.0,1.0
772,https://www.immobiliare.it/69994570-Vendita-Trilocale-via-Annia-Roma.html,1000000,3,88.0,2.0,4.0
773,https://www.immobiliare.it/69179182-Vendita-Bilocale-via-Carlo-Livi-13-Roma.html,157000,2,45.0,1.0,0.0
774,https://www.immobiliare.it/69870118-Vendita-Quadrilocale-via-Ludovico-di-Breme-Roma.html,459000,4,147.0,2.0,3.0
775,https://www.immobiliare.it/61781720-Vendita-Monolocale-viale-Giorgio-Ribotta-21-Roma.html,307000,1,60.0,1.0,11.0
776,https://www.immobiliare.it/69302088-Vendita-Appartamento-via-dei-Gandolfi-Roma.html,749000,5,190.0,3.5,2.0
777,https://www.immobiliare.it/68601057-Vendita-Bilocale-via-Filippo-Cremonesi-Roma.html,159000,2,45.0,1.0,1.0
778,https://www.immobiliare.it/70468880-Vendita-Quadrilocale-via-Soana-Roma.html,645000,4,130.0,2.0,12.0
779,https://www.immobiliare.it/41711981-Vendita-Appartamento-via-Antonio-Pollaiolo-Roma.html,870000,6,200.0,2.0,0.5
780,https://www.immobiliare.it/69601684-Vendita-Attico-Mansarda-circonvallazione-Nomentana-180-Roma.html,740000,5,145.0,2.0,12.0
781,https://www.immobiliare.it/70154340-Vendita-Quadrilocale-via-Ferdinando-Maria-Roma.html,280000,4,120.0,2.0,4.0
782,https://www.immobiliare.it/69402342-Vendita-Quadrilocale-via-Luigi-Lucatelli-35-Roma.html,230000,4,100.0,1.0,3.0
783,https://www.immobiliare.it/70275200-Vendita-Bilocale-via-Claudio-Asello-64-Roma.html,190000,2,67.0,1.0,6.0
784,https://www.immobiliare.it/41410799-Vendita-Bilocale-via-Calalzo-Roma.html,180000,2,50.0,1.0,1.0
785,https://www.immobiliare.it/64085624-Vendita-Appartamento-via-Pietro-da-Cortona-Roma.html,440000,6,110.0,1.0,2.0
786,https://www.immobiliare.it/69722860-Vendita-Trilocale-via-Pisino-151-Roma.html,269000,3,90.0,1.0,1.0
787,https://www.immobiliare.it/69660622-Vendita-Trilocale-via-Flavio-Stilicone-11-Roma.html,239000,3,70.0,1.0,6.0
788,https://www.immobiliare.it/69354664-Vendita-Trilocale-via-Avicenna-Roma.html,249000,3,100.0,1.0,0.5
789,https://www.immobiliare.it/70302802-Vendita-Trilocale-viale-Guglielmo-Marconi-316-Roma.html,280000,3,100.0,1.0,1.0
790,https://www.immobiliare.it/63902720-Vendita-Appartamento-via-Fonte-dell-Amore-Roma.html,380000,6,140.0,2.0,0.0
791,https://www.immobiliare.it/65409816-Vendita-Quadrilocale-via-Marco-Decumio-Roma.html,260000,4,111.0,1.0,3.0
792,https://www.immobiliare.it/69786278-Vendita-Attico-Mansarda-via-Nera-Roma.html,930000,3,95.0,1.0,12.0
793,https://www.immobiliare.it/70298754-Vendita-Trilocale-via-Salaria-Roma.html,600000,3,120.0,1.0,4.0
794,https://www.immobiliare.it/70174476-Vendita-Trilocale-via-Vincenzo-Cesati-Roma.html,225000,3,78.0,1.0,4.0
795,https://www.immobiliare.it/62416442-Vendita-Attico-Mansarda-via-Senafe-27-Roma.html,920000,4,204.0,1.0,5.0
796,https://www.immobiliare.it/67490725-Vendita-Appartamento-viale-Giuseppe-Mazzini-131-Roma.html,769000,6,135.0,2.0,4.0
797,https://www.immobiliare.it/68952507-Vendita-Appartamento-via-Gregorio-VII-Roma.html,950000,6,190.0,2.0,4.0
798,https://www.immobiliare.it/69002913-Vendita-Appartamento-via-Anneo-Lucano-Roma.html,550000,6,155.0,2.0,2.0
799,https://www.immobiliare.it/67987661-Vendita-Appartamento-via-Casal-Saraceno-11-Roma.html,450000,5,127.0,2.0,2.0
800,https://www.immobiliare.it/69147794-Vendita-Attico-Mansarda-vicolo-del-Cinque-Roma.html,3500000,6,389.0,3.5,12.0
801,https://www.immobiliare.it/68293737-Vendita-Appartamento-via-di-Vermicino-129-Roma.html,189000,5,130.0,2.0,1.0
802,https://www.immobiliare.it/67584317-Vendita-Quadrilocale-ottimo-stato-quarto-piano-Roma.html,225000,4,100.0,2.0,4.0
803,https://www.immobiliare.it/48411141-Vendita-Quadrilocale-via-Aureliana-Roma.html,1200000,4,170.0,2.0,3.0
804,https://www.immobiliare.it/67016059-Vendita-Appartamento-vicolo-del-Cinque-Roma.html,1090000,6,200.0,2.0,12.0
805,https://www.immobiliare.it/68634533-Vendita-Quadrilocale-ottimo-stato-secondo-piano-Roma.html,630000,4,160.0,2.0,2.0
806,https://www.immobiliare.it/68543761-Vendita-Trilocale-via-San-Gerolamo-Emiliani-0-Roma.html,295000,3,79.0,1.0,4.0
807,https://www.immobiliare.it/54845610-Vendita-Attico-Mansarda-via-di-San-Telesforo-Roma.html,395000,2,75.0,1.0,6.0
808,https://www.immobiliare.it/67254849-Vendita-Trilocale-viale-Alessandrino-Roma.html,189000,3,80.0,2.0,0.0
809,https://www.immobiliare.it/70371578-Vendita-Bilocale-via-delle-Mimose-Roma.html,135000,2,62.0,1.0,3.0
810,https://www.immobiliare.it/65117138-Vendita-Trilocale-via-Domenichino-Roma.html,565000,3,90.0,2.0,4.0
811,https://www.immobiliare.it/65136906-Vendita-Attico-Mansarda-via-Napoleone-Colajanni-Roma.html,1150000,6,270.0,3.5,4.0
812,https://www.immobiliare.it/70180180-Vendita-Trilocale-via-Isole-del-Capo-Verde-11-Roma.html,195000,3,87.0,1.0,1.0
813,https://www.immobiliare.it/70104456-Vendita-Trilocale-via-delle-Ninfee-7-Roma.html,155000,3,60.0,1.0,0.0
814,https://www.immobiliare.it/66462199-Vendita-Trilocale-via-delle-Acacie-Roma.html,165000,3,75.0,1.0,1.0
815,https://www.immobiliare.it/68385245-Vendita-Bilocale-via-Feronia-146-Roma.html,239000,2,80.0,1.0,0.0
816,https://www.immobiliare.it/68583527-Vendita-Bilocale-via-dell-Acqua-traversa-232-Roma.html,229000,2,67.0,1.0,1.0
817,https://www.immobiliare.it/69750168-Vendita-Trilocale-via-Stazione-Tuscolana-Roma.html,359000,3,138.0,2.0,0.5
818,https://www.immobiliare.it/67755613-Vendita-Trilocale-via-Ferrazzano-6-Roma.html,129000,3,115.0,2.0,1.0
819,https://www.immobiliare.it/52128725-Vendita-Bilocale-via-Riva-Ligure-Roma.html,176000,2,42.0,2.0,1.0
820,https://www.immobiliare.it/69366902-Vendita-Quadrilocale-via-Otranto-Roma.html,1280000,4,135.0,2.0,12.0
821,https://www.immobiliare.it/60904158-Vendita-Quadrilocale-via-guidobaldo-del-monte-Roma.html,1090000,4,140.0,2.0,2.0
822,https://www.immobiliare.it/69570570-Vendita-Trilocale-via-Carlo-Urbani-Roma.html,273000,3,71.0,1.0,0.0
823,https://www.immobiliare.it/65004526-Vendita-Appartamento-via-Mario-Magri-Roma.html,370000,5,104.0,1.0,12.0
824,https://www.immobiliare.it/69734202-Vendita-Trilocale-via-Alessandro-Severo-Roma.html,298000,3,95.0,1.0,5.0
825,https://www.immobiliare.it/66900673-Vendita-Trilocale-via-di-Monte-Stallonara-Roma.html,150000,3,70.0,2.0,3.0
826,https://www.immobiliare.it/69573332-Vendita-Attico-Mansarda-via-federico-di-donato-Roma.html,222000,2,57.0,1.0,4.0
827,https://www.immobiliare.it/67966585-Vendita-Bilocale-via-Torri-di-Castel-di-Leva-12-Roma.html,112000,2,84.0,1.0,0.0
828,https://www.immobiliare.it/67435127-Vendita-Trilocale-via-massimo-troisi-12-Roma.html,179000,3,75.0,1.0,1.0
829,https://www.immobiliare.it/69327366-Vendita-Quadrilocale-via-fausto-coppi-46-Roma.html,439000,4,140.0,2.0,2.0
830,https://www.immobiliare.it/70200164-Vendita-Quadrilocale-da-ristrutturare-sesto-piano-Roma.html,410000,4,124.0,2.0,6.0
831,https://www.immobiliare.it/70211900-Vendita-Attico-Mansarda-viale-della-Vittoria-Roma.html,410000,2,45.0,1.0,12.0
832,https://www.immobiliare.it/68903533-Vendita-Bilocale-via-Carlo-Urbani-Roma.html,233000,2,53.0,1.0,0.0
833,https://www.immobiliare.it/70019976-Vendita-Quadrilocale-via-Siracusa-1-Roma.html,695000,4,136.0,2.0,1.0
834,https://www.immobiliare.it/69204524-Vendita-Appartamento-via-Ugo-De-Carolis-Roma.html,485000,5,140.0,2.0,1.0
835,https://www.immobiliare.it/68449229-Vendita-Bilocale-viale-Giuseppe-Genoese-Zerbi-Roma.html,166000,2,76.0,1.0,2.0
836,https://www.immobiliare.it/66789775-Vendita-Appartamento-via-Decio-Filipponi-Roma.html,860000,6,200.0,3.0,2.0
837,https://www.immobiliare.it/68556909-Vendita-Trilocale-via-Antonio-Baldissera-Roma.html,270000,3,121.0,1.0,4.0
838,https://www.immobiliare.it/69689424-Vendita-Trilocale-via-Pacuvio-Roma.html,365000,3,90.0,2.0,3.0
839,https://www.immobiliare.it/70213690-Vendita-Attico-Mansarda-via-Michele-Tripisciano-Roma.html,365000,4,134.0,2.0,4.0
840,https://www.immobiliare.it/66386793-Vendita-Bilocale-Lungotevere-Testaccio-Roma.html,335000,2,58.0,1.0,0.5
841,https://www.immobiliare.it/62893360-Vendita-Quadrilocale-via-Pasquale-Baffi-Roma.html,375000,4,116.0,2.0,0.0
842,https://www.immobiliare.it/69568048-Vendita-Bilocale-via-di-Vigna-Stelluti-Roma.html,238000,2,60.0,1.0,1.0
843,https://www.immobiliare.it/69350740-Vendita-Quadrilocale-via-delle-Robinie-Roma.html,249000,4,105.0,1.0,1.0
844,https://www.immobiliare.it/60958444-Vendita-Bilocale-via-Asmara-31-Roma.html,371000,2,60.0,1.0,1.0
845,https://www.immobiliare.it/67659277-Vendita-Appartamento-via-Roccaraso-Roma.html,450000,6,150.0,2.0,1.0
846,https://www.immobiliare.it/68274761-immobili_commerciali-garage_parcheggio-in-vendita-Roma.html,1750000,6,1.8,2.0,-1.0
847,https://www.immobiliare.it/69910140-Vendita-Appartamento-via-della-Balduina-Roma.html,590000,6,170.0,2.0,2.0
848,https://www.immobiliare.it/70176174-Vendita-Trilocale-via-di-Monte-Verde-111-Roma.html,280000,3,88.0,1.0,1.0
849,https://www.immobiliare.it/70195070-Vendita-Quadrilocale-via-via-Fratelli-Poggini-Roma.html,265000,4,126.0,1.0,3.0
